"label","location","homepage","lat","long","endowment","lat_long"
"Bard College at Simon's Rock",,,42.2084,-73.3812,"2.61E7",
"Bath Spa University",,,51.3756,-2.43833,"581000.0",
"Lock Haven University of Pennsylvania",,,41.141,-77.461,"7500000.0",
"London Metropolitan University",,,51.5516,-0.110687,"1160000.0",
"London School of Hygiene & Tropical Medicine",,,51.5209,-0.1307,"1.61E7",
"Longwood University",,,37.3016,-78.3942,"7.14E7",
"Louisiana State University",,,30.4145,-91.1783,"5.218E8",
"Louisiana Tech University",,,32.5274,-92.647,"1.069E8",
"National Taitung Junior College",,"http://www.ntc.edu.tw/%7Cwww.ntc.edu.tw",22.757,121.122,,
"National Taiwan Sport University",,"http://www.ntsu.edu.tw/bin/home.php%3FLang=en",25.032,121.387,,
"National United University",,"https://www.nuu.edu.tw/index.php%3FLang=en",24.5384,120.79,,
"National University of Colombia at Arauca",,"http://www.arauca.unal.edu.co/",7.01639,-70.7444,,
"Naval Justice School",,"http://www.jag.navy.mil/njs.htm",41.5129,-71.3217,,
"Navodaya Medical College",,"http://www.navodaya.edu.in/medical/index",16.1847,77.368,,
"Nazarene Theological Seminary",,"http://www.nts.edu",39.0088,-94.5667,,
"Nebraska College of Technical Agriculture",,"http://www.ncta.unl.edu",40.6358,-100.511,,
"New College of California",,"http://www.newcollege.edu",37.7606,-122.421,,
"Niagara College Teaching Winery",,"http://www.nctwinery.ca",43.1504,-79.1656,,
"Norbert Wiener Center for Harmonic Analysis and Applications",,"http://www.norbertwiener.umd.edu/",38.9883,-76.9392,,
"Nordic Institute of Asian Studies",,"http://www.nias.ku.dk/",55.6872,12.5713,,
"Nordic Institute of Stage and Studio",,"http://www.niss.no",59.9142,10.7578,,
"North Kent College",,"http://www.northkent.ac.uk/",51.4325,0.203889,,
"North Metro Technical College",,"http://www.chattahoocheetech.edu",34.0828,-84.6722,,
"Northcentral Technical College",,"http://www.ntc.edu/",44.8361,-89.645,,
"Northeast Iowa Community College",,"http://www.nicc.edu",41.0159,-92.4069,,
"Northeast Lakeview College",,"http://www.alamo.edu/nlc/",29.5446,-98.3209,,
"Northern Oklahoma College",,"http://www.noc.edu/",36.6783,-97.2975,,
"Northland Scholars Academy",,"http://www.northlandscholars.org/",45.5814,-88.0965,,
"Northwest Lineman College",,"http://www.lineman.edu",43.5358,-116.393,,
"Norwalk Community College",,"https://norwalk.edu",41.1032,-73.4521,,
"Norwegian School of Economics",,"https://www.nhh.no",60.423,5.30206,,
"Nottingham University Business School",,"https://www.nottingham.ac.uk/business/",52.9517,-1.1866,,
"Novosibirsk State Technical University",,"http://nstu.ru",54.988,82.904,,
"Jan Evangelista Purkyně University in Ústí nad Labem",,"http://en.ujep.cz/",50.6755,14.0354,,
"National University of La Rioja",,"http://www.unlar.edu.ar/",-29.4288,-66.8673,,
"Pandit Ravishankar Shukla University",,"http://www.prsu.ac.in",21.2455,81.5935,,
"Pusa Institute of Technology",,"http://pitpusa.delhi.gov.in",28.6336,77.168,,
"Pyongyang University of Science and Technology",,"http://pust.co",38.9543,125.701,,
"Quest University",,"https://questu.ca/",49.7402,-123.108,,
"RLV College of Music and Fine Arts",,"http://rlvcollege.com",9.94252,76.31,,
"Ram Lal Anand College",,"http://rlacollege.edu.in",28.5785,77.1613,,
"Rana Institute of Higher Studies",,"http://ru.edu.af",34.5367,69.144,,
"Ranken Technical College",,"http://www.ranken.edu",38.6533,-90.2484,,
"Rasmussen College",,"http://www.rasmussen.edu",44.8595,-93.336,,
"Reconstructionist Rabbinical College",,"http://www.rrc.edu/",40.0876,-75.1495,,
"Regent's Business School London",,"http://www.rbslondon.ac.uk",51.5259,-0.1553,,
"Reims Management School",,"http://www.reims-ms.fr/en/groupe/",49.2389,4.003,,
"Renton Technical College",,"https://www.rtc.edu/",47.4917,-122.176,,
"Riga Technical University",,"http://www.rtu.lv/",56.9472,24.1047,,
"Rio Branco Institute",,"http://www.institutoriobranco.itamaraty.gov.br",-15.8053,-47.8686,,
"Rio Grande Bible College",,"https://www.riogrande.edu/en/content/bible-college",26.2596,-98.1727,,
"Riseholme College",,"https://www.riseholme.ac.uk/",53.2686,-0.5257,,
"Riverside Community College District",,"http://rccd.edu/Pages/newsplash.aspx",33.9906,-117.344,,
"Robert Morris University Illinois",,"https://robertmorris.edu/",41.8763,-87.6272,,
"Robert Wood Johnson Medical School",,"https://rwjms.rutgers.edu",40.4946,-74.4507,,
"Royal College of Physicians of Ireland",,"http://www.rcpi.ie",53.3414,-6.25475,,
"Royal National College for the Blind",,"https://www.rnc.ac.uk",52.0681,-2.70694,,
"The School for Renewable Energy Science",,"http://www.res.is",65.6908,-18.1247,,
"University Center Rochester",,"http://www.roch.edu/",44.0164,-92.4292,,
"University of Regensburg",,"http://www.uni-regensburg.de/index.html.en%7C2=www.uni-regensburg.de",48.9981,12.095,,
"University of Tours",,"http://www.univ-tours.fr",47.3563,0.70312,,
"SWPS University",,"http://www.english.swps.pl",52.2483,21.0669,,
"Universiti Sains Islam Malaysia",,"http://www.usim.edu.my",2.84361,101.777,,
"University of Venda",,"http://www.univen.ac.za/",-22.9756,30.4444,,
"University of Verona",,"http://www.univr.it/",45.4367,11.0036,,
"University of Vigo",,"http://www.uvigo.gal/",42.1701,-8.6859,,
"University of Zimbabwe",,"http://www.uz.ac.zw/",-17.784,31.053,,
"Vaasa University of Applied Sciences",,"http://www.puv.fi/",63.092,21.616,,
"Vanguard College",,"http://www.vanguardcollege.com/",53.5764,-113.498,,
"Vasil Levski National Military University",,"http://www.nvu.bg/",43.0847,25.6028,,
"Veliko Tarnovo University",,"http://www.uni-vt.bg/",43.0783,25.6492,,
"Verkin Institute for Low Temperature Physics and Engineering",,"http://www.ilt.kharkov.ua/bvi/index_e.html%7CInstitute",50.0396,36.2202,,
"Vestfold University College",,"http://www.hive.no/",59.3686,10.4417,,
"Vietnam National University, Ho Chi Minh City",,"http://www.vnuhcm.edu.vn/",10.7828,106.695,,
"Villanueva University",,"https://www.villanueva.edu/",40.496,-3.7019,,
"Vimala College",,"http://www.vimalacollege.edu.in",10.5528,76.2266,,
"Wainganga College of Engineering and Management",,"http://wcem.in",20.995,79.0289,,
"Walden University",,"https://www.waldenu.edu/",44.9811,-93.2656,,
"Waljat Colleges of Applied Sciences",,"http://www.bitmesra.ac.in",23.5661,58.1667,,
"Waljat Colleges of Applied Sciences",,"http://www.waljatcollege.edu.om",23.5661,58.1667,,
"Warren County Community College",,"http://www.warren.edu/",40.7433,-75.0253,,
"Warsash Maritime Academy",,"http://www.warsashacademy.co.uk/",50.845,-1.303,,
"Waubonsee Community College",,"http://www.waubonsee.edu",41.7969,-88.4583,,
"Wayne Community College",,"http://www.waynecc.edu/",35.4029,-77.9446,,
"Weatherhead School of Management",,"http://weatherhead.case.edu/",41.5101,-81.6077,,
"Weill Cornell Graduate School of Medical Sciences",,"http://gradschool.weill.cornell.edu",40.7645,-73.9541,,
"Wesley Biblical Seminary",,"http://www.wbs.edu",32.4001,-90.1114,,
"Wesley College (Manitoba)",,"https://www.uwinnipeg.ca/",49.8908,-97.1533,,
"Wesley College (Mississippi)",,"http://www.wesleycollege.edu",32.1562,-90.1146,,
"Wesley College (Mississippi)",,"https://web.archive.org/web/20100613074247/http://www.wesleycollege.edu/home.html",32.1562,-90.1146,,
"Wesley Theological Seminary",,"http://www.wesleyseminary.edu",38.9398,-77.0901,,
"Wessex Institute of Technology",,"http://www.wessex.ac.uk/",50.8789,-1.5259,,
"Westminster Business School",,"https://www.westminster.ac.uk/business-and-management-courses",51.522,-0.1549,,
"Westminster Theological Seminary",,"http://www.wts.edu",40.099,-75.176,,
"Whitehouse Institute of Design",,"http://whitehouse-design.edu.au",-33.8828,151.217,,
"Whitelands College",,"https://www.roehampton.ac.uk/colleges/whitelands-college/",51.4487,-0.2433,,
"Wisconsin Lutheran Seminary",,"http://www.wls.wels.net/",43.2336,-87.9917,,
"Wyoming Catholic College",,"http://www.wyomingcatholic.edu",42.8197,-108.741,,
"Wyższa Szkoła Filologiczna",,"http://www.wsf.edu.pl/",51.1136,17.0333,,
"Euro College",,"http://www.eurocollege.edu.mk",42.139,21.7188,,
"European College of Business and Management",,"http://www.ecbm-london.de/en/",51.5252,-0.08217,,
"European University of the Atlantic",,"http://www.uneatlantico.es/",43.4518,-3.8759,,
"Ferenc Kölcsey Teacher Training College of the Reformed Church",,"http://www.kolcseyfoiskola.hu",47.5342,21.6264,,
"Fernando Pessoa University",,"http://www.ufp.pt/",41.1734,-8.61135,,
"Film Academy Baden-Württemberg",,"http://www.filmakademie.de",48.8936,9.19083,,
"Film School of the Aristotle University",,"http://www.film.auth.gr/en",40.63,22.9581,,
"Film and TV School of the Academy of Performing Arts in Prague",,"http://www.famu.cz/",50.0817,14.4132,,
"Filmacademy Vienna",,"http://www.filmakademie.wien/",48.1967,16.3822,,
"Friedensau Adventist University",,"http://www.thh-friedensau.de/en/index.html",52.2117,11.9842,,
"Froebel College",,"https://www.roehampton.ac.uk/colleges/froebel-college/",51.4557,-0.246,,
"Froebel College of Education",,"http://www.froebel.ie",53.3013,-6.1892,,
"Fuji Tokoha University",,"https://web.archive.org/web/20080115215836/http:/www.fuji-tokoha-u.ac.jp/",35.1969,138.691,,
"Fukui College of Health Sciences",,"http://www.f-gh.jp/fcm/index.htm",36.1297,136.166,,
"Fukui University of Technology",,"http://www.fukui-ut.ac.jp",36.0691,136.196,,
"Fukuoka Women's Junior College",,"http://www.fukuoka-wjc.ac.jp/",33.5101,130.532,,
"Fukushima College",,"http://www.fukushima-college.com/",37.7531,140.464,,
"Fukuyama Heisei University",,"http://www.heisei-u.ac.jp",34.5494,133.348,,
"Fukuyama University",,"http://www.fukuyama-u.ac.jp/",34.4583,133.229,,
"Haybusak University of Yerevan",,"http://www.haybusak.am/",40.2,44.4761,,
"Hazard Community and Technical College",,"http://hazard.kctcs.edu/",38.235,-83.1758,,
"Health Sciences University of Hokkaido",,"http://www.hoku-iryo-u.ac.jp",43.2314,141.549,,
"Hebei University",,"http://www.hbu.edu.cn/",38.8714,115.517,,
"Hebron University",,"http://www.hebron.edu",31.55,35.0928,,
"Heian Jogakuin University",,"http://www.heian.ac.jp/index.html",35.0197,135.758,,
"Heilbronn University of Applied Sciences",,"https://www.hs-heilbronn.de/33474/home1_en%7C2=www.hs-heilbronn.de",49.1219,9.21111,,
"Heilongjiang University",,"http://www.hlju.edu.cn/",45.707,126.617,,
"Heilongjiang University",,"http://www.studyathlju.com/",45.707,126.617,,
"Helen Way Klingler College of Arts and Sciences",,"https://www.marquette.edu/arts-sciences/",43.0384,-87.9278,,
"Moscow State University of Instrument Engineering and Computer Science",,"http://mgupi.ru/",55.7939,37.7014,,
"Moscow State University of Instrument Engineering and Computer Science",,"http://мгупи.рф",55.7939,37.7014,,
"National Taiwan University of Arts",,"http://www.ntua.edu.tw",25.0067,121.449,,
"Pennco Tech",,"https://www.penncotech.edu/",40.0978,-74.871,,
"Quinebaug Valley Community College",,"http://www.qvcc.edu/",41.8259,-71.8923,,
"Saniku Gakuin College",,"http://www.saniku.ac.jp",35.2417,140.263,,
"State Higher Education Institution “Pryazovskyi State Technical University”",,"http://www.pstu.edu/",47.0936,37.5414,,
"Tashkent University of Information Technologies",,"http://www.tuit.uz/",41.3408,69.2867,,
"University of Florida Architecture and Fine Arts Library",,"http://www.uflib.ufl.edu/afa/",29.6506,-82.3415,,
"University of Maryland School of Music",,"http://music.umd.edu",38.9906,-76.9506,,
"Šiauliai University",,"http://www.su.lt/en",55.9264,23.3244,,
"Lille University of Science and Technology",,"http://www.univ-lille1.fr/",50.6093,3.14159,,
"London Knowledge Lab",,"http://www.lkl.ac.uk/",51.5216,-0.1177,,
"McMaster Faculty of Science",,"http://www.science.mcmaster.ca/",43.2619,-79.9203,,
"Minobusan University",,"http://www.min.ac.jp/",35.382,138.425,,
"National Institute of Molecular Biology and Biotechnology",,"http://biotech.uplb.edu.ph/",14.6525,121.063,,
"Shantilal Shah Engineering College",,"http://www.ssgec.ac.in",21.7046,72.1224,,
"Sup de Co Marrakech",,"http://www.supdeco.ma/",31.6526,-8.01832,,
"Surya University",,"http://www.surya.ac.id/",-6.26048,106.618,,
"Tadulako University",,"http://www.untad.ac.id/",-0.838,119.896,,
"Universidad Casa Blanca",,"http://www.ucb.edu.mx/",24.8107,-107.394,,
"University of Bacău",,"http://www.ub.ro/",46.5542,26.9134,,
"University of Girona",,"http://www.udg.edu/",41.9858,2.82722,,
"Yashima Gakuen University",,"http://study.jp/univ/yashima/",35.4586,139.623,,
"Libera Università Internazionale degli Studi Sociali Guido Carli",,"http://www.luiss.edu/",41.9244,12.4931,,
"MacMurray College",,"https://www.mac.edu",39.7318,-90.2231,,
"Rajiv Gandhi College of Engineering and Technology",,"http://www.rgcetpdy.ac.in",11.8291,79.7809,,
"SAFTI Military Institute",,"http://www.mindef.gov.sg/safti/",1.33395,103.68,,
"Saint Petersburg State University of Engineering and Economics",,"http://engec.ru/",59.0,30.0,,
"Salford Acoustics",,"http://www.acoustics.salford.ac.uk/",53.4861,-2.27333,,
"Tohoku University of Community Service and Science",,"http://www.koeki-u.ac.jp/",38.8933,139.82,,
"Università Campus Bio-Medico",,"http://www.unicampus.it/",41.7683,12.47,,
"Austral University of Chile",,"http://www.uach.cl",-39.8073,-73.2511,,
"Australian College of Applied Education",,"http://www.acae.edu.au",-31.9499,115.854,,
"Australian College of Kuwait",,"http://www.ack.edu.kw/",29.2753,48.0508,,
"Australian Defence Force Academy",,"http://www.adfa.edu.au/%7Cwww.adfa.edu.au",-35.2939,149.164,,
"Australian Film, Television and Radio School",,"http://www.aftrs.edu.au",-33.8946,151.229,,
"Australian Institute of Music",,"http://www.aim.edu.au/",-33.8842,151.209,,
"Australian Institute of Music - Dramatic Arts",,"https://web.archive.org/web/20060819231517/http:/austaada.com.au/index.html%7COfficial%20website%20%E2%80%93%20Australian%20Academy%20of%20Dramatic%20Art%20(archive%2019%20August%202006)",-33.8733,151.208,,
"Australian Institute of Music - Dramatic Arts",,"http://www.aim.edu.au/courses/acting-theatre",-33.8733,151.208,,
"Australian Maritime College",,"http://www.amc.edu.au",-41.3983,147.121,,
"Australian National Academy of Music",,"http://www.anam.com.au/",-37.8343,144.96,,
"Australian National University",,"http://www.anu.edu.au/",-35.2778,149.12,,
"Australian School of Advanced Medicine",,"http://www.medicine.mq.edu.au/",-33.7731,151.118,,
"Autonomous University of Baja California Sur",,"http://www.uabcs.mx/",24.1009,-110.315,,
"Autonomous University of Barcelona",,"http://www.uab.cat/en/",41.5003,2.10778,,
"Autonomous University of Madrid",,"https://www.uam.es/ss/Satellite/en/home.htm%7Cwww.uam.es",40.5453,-3.69611,,
"Autonomous University of Mexico State",,"http://www.uaemex.mx/",19.2839,-99.6781,,
"Autonomous University of Queretaro",,"http://www.uaq.mx",20.591,-100.41,,
"Autonomous University of Tamaulipas",,"http://www.uat.edu.mx",23.733,-99.1446,,
"Autonomous University of Tlaxcala",,"http://www.uatx.mx",19.3022,-98.2434,,
"Autonomous University of Zacatecas",,"http://www.uaz.edu.mx",22.7731,-102.575,,
"Auxilium College",,"http://www.auxiliumcollege.edu.in",12.9567,79.1475,,
"Avalon University School of Medicine",,"https://avalonu.org",12.107,-68.9272,,
"Ave Maria University",,"https://www.avemaria.edu/",26.3363,-81.438,,
"Avicenna Tajik State Medical University",,"https://tajmedun.tj",38.6018,68.7854,,
"Avignon University",,"http://www.univ-avignon.fr/",43.95,4.81806,,
"Avinash College of Commerce",,"http://www.avinashcollege.com/",17.4148,78.4017,,
"Avinashilingam University",,"http://www.avinuty.ac.in",11.0198,76.9494,,
"Avondale University College",,"http://www.avondale.edu.au/",-33.0869,151.461,,
"Avviare Educational Hub",,"http://www.avviareeducations.org/",28.6137,77.3662,,
"Axis College of Engineering & Technology",,"http://www.axiscet.ac.in/",10.378,76.3958,,
"Aylesbury College",,"http://www.buckscollegegroup.ac.uk/",51.814,-0.8229,,
"Ayotzinapa Rural Teachers' College",,"http://www.ayotzinapa.260mb.com",17.5533,-99.4103,,
"Ayr College",,"https://web.archive.org/web/20060310085015/http:/www.ayrcoll.ac.uk/",55.4601,-4.6195,,
"Ayr College",,"https://web.archive.org/web/20060310085015/http://www.ayrcoll.ac.uk/",55.4601,-4.6195,,
"Ayub College of Dentistry",,"http://www.ayubmed.edu.pk/",34.2016,73.2364,,
"Ayub Medical College",,"https://web.archive.org/web/20130927151203/http:/www.ayubmed.edu.pk/AMC/ath.htm",34.2046,73.2332,,
"Ayurvedic and Unani Tibbia College",,"http://www.du.ac.in/du/index.php%3Fpage=ayurvedic-unani-tibbia-college",28.6558,77.1947,,
"Ayya Nadar Janaki Ammal College",,"http://anjaconline.org",9.47259,77.7514,,
"Azad Hind Fouz Smriti Mahavidyalaya",,"http://ahfsm.ac.in/",22.6253,88.2319,,
"Azad Jammu Kashmir Medical College",,"http://ajkmc.edu.pk",34.21,73.28,,
"Azam Khan Government Commerce College",,"http://akcc.gov.bd",22.8122,89.5677,,
"Azarbaijan Shahid Madani University",,"http://en2.azaruniv.ac.ir/",37.8124,45.9489,,
"Azeezia Medical College",,"http://www.azeezia.com",8.88999,76.7367,,
"Azerbaijan Technical University",,"http://www.aztu.edu.az",40.3703,49.8153,,
"Azerbaijan University of Languages",,"http://adu.edu.az/en/",40.3951,49.8603,,
"Aziz Fatimah Medical and Dental College",,"http://www.afmdc.edu.pk",31.456,73.1589,,
"Azizul Haque College",,"http://www.ahcollege.gov.bd/",24.8464,89.3566,,
"Azrieli Graduate School of Jewish Education and Administration",,"http://www.yu.edu/azrieli/",40.8505,-73.9294,,
"B.K. School of Business Management",,"http://bkschool.org.in",23.0317,72.5363,,
"B.M.S. Institute of Technology and Management",,"http://www.bmsit.ac.in/",13.1331,77.5685,,
"B.N.J. College",,"http://www.bnjcollegesisai.org/index.html",23.1749,84.7336,,
"B.P. Koirala Institute of Health Sciences",,"http://www.bpkihs.edu/",26.8083,87.2665,,
"B.S. Abdur Rahman Crescent Institute of Science and Technology",,"http://www.crescent.education",12.8757,80.0834,,
"B.S. College",,"http://www.bscollegelohardaga.org/",23.4185,84.6901,,
"B.V.B. College of Engineering and Technology",,"http://www.bvb.edu",15.3683,75.1229,,
"B. Borooah College",,"https://www.bborooahcollege.ac.in",26.1786,91.7569,,
"B. P. Poddar Institute of Management & Technology",,"http://www.bppimt.ac.in",22.6297,88.4339,,
"BCIT School of Business",,"https://www.bcit.ca/business/",49.2509,-123.001,,
"BCMC College of Engineering & Technology",,"http://bcmc.edu.bd",23.1656,89.2223,,
"BEM Management School",,"https://web.archive.org/web/20110719142335/http:/www.bem.edu/en",44.7962,-0.601566,,
"BGMEA University of Fashion & Technology",,"http://www.buft.edu.bd/",23.874,90.4,,
"BGSU Firelands",,"https://www.firelands.bgsu.edu/",41.398,-82.595,,
"BIT International College",,"http://www.bit-icschools.com",9.64647,123.853,,
"BRCM Law College",,"http://brcmlawcollege.edu.in/",28.6079,75.6253,,
"BS College, Danapur",,"http://www.bscollegedanapur.ac.in/",26.645,85.0625,,
"BTL Institute of Technology",,"http://btlit.ac.in",12.81,77.6934,,
"BYU College of Fine Arts and Communications",,"http://cfac.byu.edu",40.2506,-111.652,,
"BYU Jerusalem Center",,"https://jerusalemcenter.ce.byu.edu",31.7867,35.2444,,
"BYU School of Accountancy",,"http://marriottschool.byu.edu/soa",40.2506,-111.652,,
"Baba Hira Singh Bhattal Institute of Engineering and Technology",,"http://www.bhsbiet.ac.in",29.9424,75.795,,
"Baba Khajan Das College of Management Technology",,"http://www.bkctldh.org/",32.0613,75.4411,,
"Baba Mastnath University",,"http://bmu.ac.in/",28.8749,76.6446,,
"Baba Raghav Das Medical College",,"http://www.brdmc.ac.in/",26.8136,83.4,,
"Baba Saheb Dr. Bhim Rao Ambedkar College of Agricultural Engineering and Technology",,"http://csauk.ac.in/agricultural-engineering-and-technology/",26.7885,78.9985,,
"Babasaheb Bhimrao Ambedkar Bihar University",,"https://brabu.edu.in",26.1131,85.375,,
"Babasaheb Naik College of Engineering, Pusad",,"http://www.bncoepusad.ac.in",19.8939,-77.5453,,
"Babeș-Bolyai University",,"http://www.ubbcluj.ro/ro/",46.7677,23.5914,,
"Bacha Khan University",,"http://bkuc.edu.pk/",34.1366,71.8382,,
"Bacolod City College",,"http://www.bacolodcity.gov.ph",10.6555,122.954,,
"Baddi University of Emerging Sciences and Technologies",,"http://www.baddiuniv.ac.in/",30.9514,76.7802,,
"Badin Hall (University of Notre Dame)",,"http://www3.nd.edu/~badin/",41.7006,-86.2412,,
"Badruka College",,"http://www.badruka.com",17.3892,78.4945,,
"Baekseok Culture University",,"http://www.bscu.ac.kr/",36.8378,127.182,,
"Baekseok University",,"http://www.bu.ac.kr/",36.8402,127.183,,
"Baghdad College",,"http://www.baghdadcollege.net",33.385,44.3706,,
"Baghdad College for Economic Sciences University",,"http://baghdadcollege.edu.iq/",33.3408,44.3347,,
"Baghmundi Government Polytechnic",,"http://www.baghmundigovtpolytechnic.in/",23.193,86.0705,,
"Baguio Central University",,"http://www.bcu.edu.ph",16.4172,120.597,,
"Baharagora College",,"http://baharagoracollege.org/",22.2802,86.7204,,
"Bahauddin Zakariya University",,"http://www.bzu.edu.pk",30.2636,71.5097,,
"Bahia State University",,"http://www.uneb.br/",-23.55,-46.6333,,
"Bahrain Polytechnic",,"http://www.polytechnic.bh",26.165,50.5456,,
"Bahria College Islamabad",,"http://bahrian.edu.pk",33.7208,73.0333,,
"Bahçeşehir University",,"http://www.bahcesehir.edu.tr",41.0417,29.0094,,
"Baiko Gakuin University",,"http://www.baiko.ac.jp/university/",33.9675,130.932,,
"Bainbridge State College",,"http://www.bainbridge.edu/",30.8992,-84.5345,,
"Bajkul Milani Mahavidyalaya",,"http://bajkulcollege.org/",22.0266,87.8177,,
"Baker College",,"http://www.baker.edu",42.9767,-83.6972,,
"Baker School of Business",,"http://www.citadel.edu/root/bsb",32.7959,-79.9595,,
"Bakersfield College",,"http://www.bakersfieldcollege.edu",35.4097,-118.973,,
"Bakke Graduate University",,"http://www.bgu.edu",32.8943,-96.7539,,
"Bakshirhat Mahavidyalaya",,"http://www.bakshirhatmahavidyalaya.org",26.3272,89.7551,,
"Baku Slavic University",,"http://bsu-uni.edu.az/",40.3838,49.8437,,
"Balagarh Bijoy Krishna Mahavidyalaya",,"https://www.bbkm.in/",23.0936,88.4571,,
"Balaghat Engineering College, Rudha",,"http://www.balaghatengineering.com/",18.761,76.9602,,
"Balaji Institute of Telecom and Management Pune",,"http://www.bitmpune.com",18.6099,73.755,,
"Balarampur College",,"http://www.balarampurcollege.in/",23.1093,86.2327,,
"Balasore College of Engineering and Technology",,"http://www.bcetorissa.org/",19.1336,72.9154,,
"Balbharati",,"http://www.balbharati.in",18.5177,73.8148,,
"Baliuag University",,"http://baliuagu.com.ph/",14.953,120.898,,
"Balkh University",,"https://ba.edu.af/en",35.7038,51.395,,
"Ball State Center for Energy Research/Education/Service",,"http://cms.bsu.edu/academics/centersandinstitutes/ceres",40.2045,-85.407,,
"Ball State University Teachers College",,"http://www.bsu.edu/teachers",40.2008,-85.4085,,
"Balliol College, Oxford",,"http://www.balliol.ox.ac.uk/",51.7547,-1.2578,,
"Balochistan University of Engineering and Technology",,"http://buetk.edu.pk",27.8203,66.6272,,
"Balsillie School of International Affairs",,"http://www.balsillieschool.ca/",43.4639,-80.5253,,
"Baltic Defence College",,"http://www.baltdefcol.org",58.3733,26.7225,,
"Baltimore City Community College",,"http://www.bccc.edu",39.32,-76.6626,,
"Baltimore International College",,"http://www.bic.edu/",39.2881,-76.6,,
"Balurghat College",,"http://www.balurghatcollege.in/",25.23,88.7778,,
"Balurghat Law College",,"http://balurghatlawcollege.ac.in/",25.2373,88.7809,,
"Balurghat Mahila Mahavidyalaya",,"http://www.balurghatmmv.com/",25.2373,88.7809,,
"Bamanpukur Humayun Kabir Mahavidyalaya",,"http://www.bhkm.org/",22.5148,88.7103,,
"Banaras Hindu University",,"https://bhu.ac.in/",25.2677,82.9891,,
"Banarhat Kartik Oraon Hindi Government College",,"http://hindigovernmentcollegebanarhat.in",26.7648,89.0342,,
"Banasthali Vidyapith",,"http://www.banasthali.org",26.38,75.8553,,
"Banat University of Agricultural Sciences and Veterinary Medicine",,"http://www.usab-tm.ro",45.7827,21.2168,,
"Banda University of Agriculture and Technology",,"http://buat.edu.in",25.5258,80.3424,,
"Bandung Institute of Technology",,"http://www.itb.ac.id",-6.8909,107.61,,
"Bandung Islamic University",,"http://www.unisba.ac.id",-6.90358,107.609,,
"Bandwan Mahavidyalaya",,"http://www.bandwanmahavidyalaya.com",22.8876,86.5021,,
"Baneswar Sarathibala Mahavidyalaya",,"http://bsm.ac.in",26.4088,89.4738,,
"Banff International Research Station",,"http://www.birs.ca/",51.1724,-115.564,,
"Banff and Buchan College",,"http://www.banff-buchan.ac.uk/",57.6856,-2.0266,,
"Bangabandhu Sheikh Mujibur Rahman Agricultural University",,"https://bsmrau.edu.bd",24.0362,90.3959,,
"Bangabasi Evening College",,"http://bangabasieveningcollege.org/",22.5691,88.3678,,
"Bangalore Medical College and Research Institute",,"http://www.bmcri.org/",12.9594,77.5747,,
"Bangamata Sheikh Fojilatunnesa Mujib Science & Technology University",,"http://bsfmstu.ac.bd",24.9574,89.8507,,
"Bangkok University",,"http://www.bu.ac.th/eng/",13.7114,100.582,,
"Bangkokthonburi University",,"http://www.bkkthon.ac.th",13.7693,100.346,,
"Bangladesh Agricultural University",,"http://www.bau.edu.bd",24.722,90.4267,,
"Bangladesh Army International University of Science & Technology",,"http://www.baiust.edu.bd/",23.477,91.114,,
"Bangladesh Army University of Engineering & Technology",,"http://www.bauet.ac.bd/",24.2771,89.0133,,
"Bangladesh College of Physicians and Surgeons",,"http://www.bcpsbd.org/",23.7775,90.3988,,
"Bangladesh Institute of Marine Technology",,"http://bimt.gov.bd",23.607,90.5087,,
"Bangladesh Islami University",,"http://biu.ac.bd/",23.7212,90.4287,,
"Bangladesh Marine Academy",,"http://macademy.gov.bd",22.2426,91.8391,,
"Bangladesh Sweden Polytechnic Institute",,"http://www.bspi.gov.bd/",22.5057,92.212,,
"Bangladesh University of Business and Technology",,"http://www.bubt.edu.bd",23.8065,90.3522,,
"Bangladesh University of Textiles",,"http://www.butex.edu.bd",23.7604,90.4001,,
"Bangor University",,"http://www.bangor.ac.uk/",53.2289,-4.1301,,
"Banipur Mahila Mahavidyalaya",,"http://www.bmmv.org.in/",22.8311,88.6416,,
"Bankim Sardar College",,"http://www.bankimsardarcollege.org",22.3072,88.6201,,
"Bankura Christian College",,"http://www.bankurachristiancollege.in",23.2381,87.0593,,
"Bankura Government Polytechnic",,"http://bgpbku.in/",23.2197,86.9398,,
"Bankura Sammilani College",,"http://www.bankurasammilanicollege.net/",23.236,87.0477,,
"Bankura Sammilani Medical College",,"http://bsmedicalcollege.org.in",23.2341,87.0349,,
"Bankura University",,"http://www.bankurauniv.ac.in/",23.2775,87.0851,,
"Bankura Zilla Saradamani Mahila Mahavidyapith",,"http://www.bzsmmahavidyapith.org/",23.2404,87.0533,,
"Bannari Amman Institute of Technology",,"https://bitsathy.ac.in/",11.4986,77.2743,,
"Bannu Medical College",,"http://www.bmcbannu.edu.pk",32.9861,70.5992,,
"Banwarilal Bhalotia College",,"http://www.bbcollege.ac.in/",23.681,86.9954,,
"Bapatla Engineering College",,"http://www.becbapatla.ac.in",15.8909,80.4421,,
"Baptist Bible College Canada and Theological Seminary",,"http://www.baptistbiblecollegecanada.org",42.8514,-80.2805,,
"Baptist College of Health Sciences",,"http://www.bchs.edu",35.1394,-90.0283,,
"Baptist Seminary of Kentucky",,"https://bsk.edu",38.2074,-84.5568,,
